experiment_name,condition_id,condition_short,session_id,seed,communication,value_gap,info_asymmetry,buyer_wtp,seller_wta,gains_from_trade,feasible,deal,final_price,surplus_captured,price_split_ratio,rounds_to_agreement,bargain_rounds_played,buyer_earnings,seller_earnings,n_comm_messages,n_value_signals,guardrail_triggered
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s6,2007,none,narrow,one_sided_buyer_known,8.81,8.65,0.16,1,1,8.7,1.0,0.3125,4,4,0.11,0.05,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s7,2008,none,narrow,one_sided_buyer_known,11.56,8.18,3.38,1,1,10.0,1.0,0.5385,4,4,1.56,1.82,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s8,2009,none,narrow,one_sided_buyer_known,9.09,9.57,-0.48,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s9,2010,none,narrow,one_sided_buyer_known,8.56,7.95,0.61,1,1,8.35,1.0,0.6557,4,4,0.21,0.4,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s10,2011,none,narrow,one_sided_buyer_known,10.07,9.63,0.44,1,1,9.75,1.0,0.2727,4,4,0.32,0.12,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s11,2012,none,narrow,one_sided_buyer_known,8.39,7.46,0.93,1,1,8.15,1.0,0.7419,4,4,0.24,0.69,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s12,2013,none,narrow,one_sided_buyer_known,9.7,6.21,3.49,1,1,8.8,1.0,0.7421,4,4,0.9,2.59,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s13,2014,none,narrow,one_sided_buyer_known,9.26,7.59,1.67,1,1,9.0,1.0,0.8443,4,4,0.26,1.41,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s14,2015,none,narrow,one_sided_buyer_known,10.91,8.56,2.35,1,1,9.75,1.0,0.5064,4,4,1.16,1.19,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s15,2016,none,narrow,one_sided_buyer_known,10.95,7.79,3.16,1,1,9.25,1.0,0.462,4,4,1.7,1.46,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s16,2017,none,narrow,one_sided_buyer_known,8.8,7.37,1.43,1,1,8.3,1.0,0.6503,4,4,0.5,0.93,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s17,2018,none,narrow,one_sided_buyer_known,10.13,6.11,4.02,1,1,8.75,1.0,0.6567,4,4,1.38,2.64,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s18,2019,none,narrow,one_sided_buyer_known,11.33,9.16,2.17,1,1,10.0,1.0,0.3871,4,4,1.33,0.84,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s19,2020,none,narrow,one_sided_buyer_known,10.48,6.7,3.78,1,1,9.0,1.0,0.6085,4,4,1.48,2.3,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s20,2021,none,narrow,one_sided_buyer_known,11.35,9.43,1.92,1,1,10.5,1.0,0.5573,4,4,0.85,1.07,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s21,2022,none,narrow,one_sided_buyer_known,10.13,7.77,2.36,1,1,9.8,1.0,0.8602,4,4,0.33,2.03,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s22,2023,none,narrow,one_sided_buyer_known,9.53,9.89,-0.36,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s23,2024,none,narrow,one_sided_buyer_known,9.88,8.91,0.97,1,1,9.25,1.0,0.3505,4,4,0.63,0.34,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s24,2025,none,narrow,one_sided_buyer_known,10.23,8.58,1.65,1,1,9.25,1.0,0.4061,4,4,0.98,0.67,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s25,2026,none,narrow,one_sided_buyer_known,8.48,8.01,0.47,1,1,8.25,1.0,0.5106,4,4,0.23,0.24,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s26,2027,none,narrow,one_sided_buyer_known,8.43,7.86,0.57,1,1,8.1,1.0,0.4211,4,4,0.33,0.24,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s27,2028,none,narrow,one_sided_buyer_known,9.42,6.72,2.7,1,1,7.75,1.0,0.3815,4,4,1.67,1.03,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s28,2029,none,narrow,one_sided_buyer_known,10.88,7.94,2.94,1,1,9.5,1.0,0.5306,4,4,1.38,1.56,0,0,0
mug_bargain_cheap_talk,C02_none_narrow_onesided,C02,C02_s29,2030,none,narrow,one_sided_buyer_known,9.14,7.49,1.65,1,1,8.5,1.0,0.6121,4,4,0.64,1.01,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s0,3001,none,wide,two_sided_private,7.91,9.44,-1.53,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s1,3002,none,wide,two_sided_private,6.96,11.33,-4.37,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s2,3003,none,wide,two_sided_private,10.56,12.29,-1.73,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s3,3004,none,wide,two_sided_private,9.95,7.06,2.89,1,0,,0.0,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s4,3005,none,wide,two_sided_private,12.29,13.13,-0.84,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s5,3006,none,wide,two_sided_private,12.09,12.06,0.03,1,0,,0.0,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s6,3007,none,wide,two_sided_private,11.68,8.78,2.9,1,1,11.5,1.0,0.9379,4,4,0.18,2.72,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s7,3008,none,wide,two_sided_private,7.62,5.24,2.38,1,1,7.5,1.0,0.9496,4,4,0.12,2.26,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s8,3009,none,wide,two_sided_private,9.62,8.41,1.21,1,1,9.5,1.0,0.9008,4,4,0.12,1.09,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s9,3010,none,wide,two_sided_private,11.47,10.57,0.9,1,1,11.0,1.0,0.4778,4,4,0.47,0.43,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s10,3011,none,wide,two_sided_private,7.49,11.28,-3.79,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s11,3012,none,wide,two_sided_private,7.66,12.95,-5.29,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s12,3013,none,wide,two_sided_private,11.84,13.2,-1.36,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s13,3014,none,wide,two_sided_private,6.11,10.6,-4.49,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s14,3015,none,wide,two_sided_private,12.24,12.08,0.16,1,1,12.0,1.0,-0.5,4,4,0.24,-0.08,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s15,3016,none,wide,two_sided_private,11.93,7.98,3.95,1,1,11.5,1.0,0.8911,4,4,0.43,3.52,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s16,3017,none,wide,two_sided_private,11.62,5.5,6.12,1,1,10.0,1.0,0.7353,4,4,1.62,4.5,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s17,3018,none,wide,two_sided_private,9.27,7.78,1.49,1,1,8.75,1.0,0.651,4,4,0.52,0.97,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s18,3019,none,wide,two_sided_private,8.51,12.83,-4.32,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s19,3020,none,wide,two_sided_private,9.36,9.58,-0.22,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s20,3021,none,wide,two_sided_private,11.07,14.02,-2.95,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s21,3022,none,wide,two_sided_private,9.5,13.15,-3.65,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s22,3023,none,wide,two_sided_private,10.78,9.18,1.6,1,1,9.5,1.0,0.2,4,4,1.28,0.32,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s23,3024,none,wide,two_sided_private,6.44,6.08,0.36,1,0,,0.0,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s24,3025,none,wide,two_sided_private,5.53,13.69,-8.16,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s25,3026,none,wide,two_sided_private,10.38,13.97,-3.59,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s26,3027,none,wide,two_sided_private,6.85,13.09,-6.24,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s27,3028,none,wide,two_sided_private,11.65,11.5,0.15,1,0,,0.0,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s28,3029,none,wide,two_sided_private,10.07,12.84,-2.77,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C03_none_wide_twosided,C03,C03_s29,3030,none,wide,two_sided_private,7.28,12.54,-5.26,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s0,4001,none,wide,one_sided_buyer_known,9.15,6.37,2.78,1,1,8.0,1.0,0.5863,4,4,1.15,1.63,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s1,4002,none,wide,one_sided_buyer_known,14.1,11.93,2.17,1,1,12.5,1.0,0.2627,4,4,1.6,0.57,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s2,4003,none,wide,one_sided_buyer_known,14.75,7.41,7.34,1,1,13.25,1.0,0.7956,4,4,1.5,5.84,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s3,4004,none,wide,one_sided_buyer_known,9.76,8.55,1.21,1,1,9.25,1.0,0.5785,4,4,0.51,0.7,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s4,4005,none,wide,one_sided_buyer_known,14.25,12.49,1.76,1,1,13.75,1.0,0.7159,4,4,0.5,1.26,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s5,4006,none,wide,one_sided_buyer_known,10.02,13.07,-3.05,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s6,4007,none,wide,one_sided_buyer_known,6.87,6.25,0.62,1,1,6.7,1.0,0.7258,4,4,0.17,0.45,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s7,4008,none,wide,one_sided_buyer_known,10.23,12.11,-1.88,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s8,4009,none,wide,one_sided_buyer_known,9.41,5.0,4.41,1,1,8.25,1.0,0.737,4,4,1.16,3.25,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s9,4010,none,wide,one_sided_buyer_known,12.41,13.64,-1.23,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s10,4011,none,wide,one_sided_buyer_known,5.47,11.37,-5.9,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s11,4012,none,wide,one_sided_buyer_known,12.58,10.8,1.78,1,1,11.5,1.0,0.3933,4,4,1.08,0.7,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s12,4013,none,wide,one_sided_buyer_known,12.52,13.12,-0.6,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s13,4014,none,wide,one_sided_buyer_known,13.52,8.91,4.61,1,1,12.25,1.0,0.7245,4,4,1.27,3.34,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s14,4015,none,wide,one_sided_buyer_known,11.0,9.59,1.41,1,1,10.0,1.0,0.2908,4,4,1.0,0.41,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s15,4016,none,wide,one_sided_buyer_known,7.24,6.62,0.62,1,1,6.9,1.0,0.4516,4,4,0.34,0.28,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s16,4017,none,wide,one_sided_buyer_known,13.68,12.58,1.1,1,1,13.4,1.0,0.7455,4,4,0.28,0.82,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s17,4018,none,wide,one_sided_buyer_known,8.83,10.45,-1.62,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s18,4019,none,wide,one_sided_buyer_known,7.66,11.31,-3.65,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s19,4020,none,wide,one_sided_buyer_known,7.05,7.04,0.01,1,1,7.05,1.0,1.0,4,4,0.0,0.01,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s20,4021,none,wide,one_sided_buyer_known,14.64,14.13,0.51,1,1,14.4,1.0,0.5294,4,4,0.24,0.27,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s21,4022,none,wide,one_sided_buyer_known,8.62,7.81,0.81,1,1,8.25,1.0,0.5432,4,4,0.37,0.44,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s22,4023,none,wide,one_sided_buyer_known,9.49,9.52,-0.03,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s23,4024,none,wide,one_sided_buyer_known,8.47,5.35,3.12,1,1,7.75,1.0,0.7692,4,4,0.72,2.4,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s24,4025,none,wide,one_sided_buyer_known,6.28,11.22,-4.94,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s25,4026,none,wide,one_sided_buyer_known,14.65,13.76,0.89,1,1,14.4,1.0,0.7191,4,4,0.25,0.64,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s26,4027,none,wide,one_sided_buyer_known,5.23,10.57,-5.34,0,0,,,,,4,0.0,0.0,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s27,4028,none,wide,one_sided_buyer_known,12.14,9.71,2.43,1,1,10.75,1.0,0.428,4,4,1.39,1.04,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s28,4029,none,wide,one_sided_buyer_known,13.39,10.1,3.29,1,1,12.0,1.0,0.5775,4,4,1.39,1.9,0,0,0
mug_bargain_cheap_talk,C04_none_wide_onesided,C04,C04_s29,4030,none,wide,one_sided_buyer_known,14.08,9.89,4.19,1,1,12.75,1.0,0.6826,4,4,1.33,2.86,0,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s0,5001,cheap_talk,narrow,two_sided_private,10.28,8.51,1.77,1,1,9.5,1.0,0.5593,4,4,0.78,0.99,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s1,5002,cheap_talk,narrow,two_sided_private,10.55,7.02,3.53,1,1,8.5,1.0,0.4193,4,4,2.05,1.48,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s2,5003,cheap_talk,narrow,two_sided_private,8.64,9.0,-0.36,0,0,,,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s3,5004,cheap_talk,narrow,two_sided_private,9.32,7.1,2.22,1,0,,0.0,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s4,5005,cheap_talk,narrow,two_sided_private,8.86,6.22,2.64,1,1,8.75,1.0,0.9583,4,4,0.11,2.53,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s5,5006,cheap_talk,narrow,two_sided_private,8.67,9.02,-0.35,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s6,5007,cheap_talk,narrow,two_sided_private,8.5,8.32,0.18,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s7,5008,cheap_talk,narrow,two_sided_private,8.05,6.63,1.42,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s8,5009,cheap_talk,narrow,two_sided_private,11.95,7.26,4.69,1,1,9.0,1.0,0.371,4,4,2.95,1.74,2,3,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s9,5010,cheap_talk,narrow,two_sided_private,11.81,6.03,5.78,1,1,9.5,1.0,0.6003,4,4,2.31,3.47,2,2,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s10,5011,cheap_talk,narrow,two_sided_private,10.7,8.63,2.07,1,1,10.0,1.0,0.6618,4,4,0.7,1.37,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s11,5012,cheap_talk,narrow,two_sided_private,8.26,9.26,-1.0,0,0,,,,,4,0.0,0.0,2,3,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s12,5013,cheap_talk,narrow,two_sided_private,9.05,9.15,-0.1,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s13,5014,cheap_talk,narrow,two_sided_private,8.63,7.52,1.11,1,1,8.5,1.0,0.8829,4,4,0.13,0.98,2,2,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s14,5015,cheap_talk,narrow,two_sided_private,9.49,9.37,0.12,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s15,5016,cheap_talk,narrow,two_sided_private,11.27,8.5,2.77,1,1,9.0,1.0,0.1805,4,4,2.27,0.5,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s16,5017,cheap_talk,narrow,two_sided_private,10.74,9.61,1.13,1,1,10.0,1.0,0.3451,4,4,0.74,0.39,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s17,5018,cheap_talk,narrow,two_sided_private,8.49,6.76,1.73,1,1,7.0,1.0,0.1387,4,4,1.49,0.24,2,3,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s18,5019,cheap_talk,narrow,two_sided_private,8.78,6.07,2.71,1,1,8.75,1.0,0.9889,4,4,0.03,2.68,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s19,5020,cheap_talk,narrow,two_sided_private,11.43,8.35,3.08,1,1,9.0,1.0,0.211,4,4,2.43,0.65,2,2,0
